Department,Department_Name,Division,Gender,Grade,Base_Salary,Overtime_Pay,Longevity_Pay,Total_pay
ABS,Alcohol Beverage Services,ABS 85 Leisure World,Female,N18,79935.19,0,0,79935.19
ABS,Alcohol Beverage Services,ABS 85 Leisure World,Male,N21,98228,0,0,98228
ABS,Alcohol Beverage Services,ABS 85 Leisure World,Female,12,44754.69,1577.22,0,46331.91
ABS,Alcohol Beverage Services,ABS 85 Leisure World,Male,14,56537.92,32.59,0,56570.51
ABS,Alcohol Beverage Services,ABS 85 Leisure World,Male,12,23340.64,590.03,0,23930.67
ABS,Alcohol Beverage Services,ABS 85 Leisure World,Female,12,21862,89.69,0,21951.69
ABS,Alcohol Beverage Services,"ABS 85 Licensure, Regulation and Education",Male,22,102682,283.71,0,102965.71
ABS,Alcohol Beverage Services,"ABS 85 Licensure, Regulation and Education",Male,N25,117424,0,1761.4,119185.4
ABS,Alcohol Beverage Services,"ABS 85 Licensure, Regulation and Education",Female,22,102682,0,8175.59,110857.59
ABS,Alcohol Beverage Services,"ABS 85 Licensure, Regulation and Education",Female,22,102682,889.83,1668.68,105240.51
ABS,Alcohol Beverage Services,"ABS 85 Licensure, Regulation and Education",Male,22,102682,0,0,102682
ABS,Alcohol Beverage Services,ABS 85 Clarksburg Village,Male,12,48538.62,1145.52,0,49684.14
ABS,Alcohol Beverage Services,ABS 85 Clarksburg Village,Male,12,45974.74,254.32,0,46229.06
ABS,Alcohol Beverage Services,ABS 85 Clarksburg Village,Male,14,61499.16,287.07,0,61786.23
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,Male,10,69442,1185.86,1067.77,71695.63
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,Male,10,61240,2901.82,0,64141.82
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,Male,15,69552.88,5999.05,0,75551.93
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,Male,15,71087.41,1566.1,0,72653.51
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,Male,10,52591.03,6526.78,0,59117.81
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,Male,15,56180.9,1324.7,0,57505.6
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,Male,15,48974.95,3.54,0,48978.49
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,Male,10,46257.81,2471.47,0,48729.28
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,Male,15,75621,3009.89,0,78630.89
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,Male,15,61071.96,1098.57,0,62170.53
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,Male,10,44906.36,704.72,0,45611.08
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,Male,10,37793.03,178.84,0,37971.87
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,Male,15,75621,3714.72,0,79335.72
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,Male,15,57927.14,8064.98,0,65992.12
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,Male,15,51772.2,1643.79,0,53415.99
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,Male,15,49333,1323.63,0,50656.63
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,Male,15,61500,2947.39,0,64447.39
ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,Male,15,63000,1059.6,0,64059.6
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,Male,N17,82436,16835.31,0,99271.31
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,Male,12,65748.87,2661.07,0,68409.94
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,Male,12,66572,778.28,1081.87,68432.15
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,Male,12,66572,3137.14,5218.63,74927.77
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,Male,N20,93986,21857.36,0,115843.36
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,Male,12,66572,5333.48,5338.64,77244.12
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,Male,12,66572,11928.75,5258.13,83758.88
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,Male,12,66572,3032.57,1081.87,70686.44
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,Male,12,66572,1958.96,1081.89,69612.85
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,Male,12,56967.55,12764.91,0,69732.46
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,Male,13,56754.89,1412.09,0,58166.98
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,Male,12,56493.01,386.9,0,56879.91
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,Male,12,52641.58,971.42,0,53613
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,Male,13,53833.92,1265.9,0,55099.82
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,Male,12,49558.54,3150.91,0,52709.45
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,Male,12,49558.54,2715.92,0,52274.46
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,Male,12,46681.28,1256.07,0,47937.35
ABS,Alcohol Beverage Services,ABS 85 Liquor and WIne Loading,Male,13,43724,32.12,0,43756.12
ABS,Alcohol Beverage Services,ABS 85 Montrose,Female,N21,98228,0,0,98228
ABS,Alcohol Beverage Services,ABS 85 Montrose,Male,14,65240.88,2650.46,0,67891.34
ABS,Alcohol Beverage Services,ABS 85 Montrose,Male,14,68828.74,1108.43,0,69937.17
ABS,Alcohol Beverage Services,ABS 85 Montrose,Female,14,62607.63,1110.23,0,63717.86
ABS,Alcohol Beverage Services,ABS 85 Montrose,Male,N18,68260.78,2291.03,0,70551.81
ABS,Alcohol Beverage Services,ABS 85 Montrose,Male,14,57288.63,3173.36,0,60461.99
ABS,Alcohol Beverage Services,ABS 85 Montrose,Male,12,24779.79,1015.67,0,25795.46
ABS,Alcohol Beverage Services,ABS 85 Montrose,Male,12,24047.66,269.9,0,24317.56
ABS,Alcohol Beverage Services,ABS 85 Montrose,Male,12,23234.45,513.17,0,23747.62
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,Male,N21,96373.71,444.81,0,96818.52
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,Male,N18,82050.66,1542.12,0,83592.78
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,Male,14,63537.76,917.75,0,64455.51
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,Male,14,60695.98,273.3,0,60969.28
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,Female,14,52456.05,1609.94,0,54065.99
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,Male,12,21862,373.11,0,22235.11
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,Male,12,21862,2291.7,0,24153.7
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,Female,12,21862,286.9,0,22148.9
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,Female,12,21862,25.87,0,21887.87
ABS,Alcohol Beverage Services,ABS 85 Olney,Male,12,50649.85,109.29,0,50759.14
ABS,Alcohol Beverage Services,ABS 85 Olney,Male,N21,82127.48,0,0,82127.48
ABS,Alcohol Beverage Services,ABS 85 Olney,Female,N18,86103,0,0,86103
ABS,Alcohol Beverage Services,ABS 85 Olney,Male,14,72463,12.42,2204.96,74680.38
ABS,Alcohol Beverage Services,ABS 85 Olney,Male,14,58849.49,59.5,0,58908.99
ABS,Alcohol Beverage Services,ABS 85 Olney,Male,12,43419.99,119.86,0,43539.85
ABS,Alcohol Beverage Services,ABS 85 Olney,Male,12,21862,89.99,0,21951.99
ABS,Alcohol Beverage Services,ABS 85 Poolesville,Male,N21,98228,0,4186.86,102414.86
ABS,Alcohol Beverage Services,ABS 85 Poolesville,Male,12,44584.41,70.34,0,44654.75
ABS,Alcohol Beverage Services,ABS 85 Poolesville,Female,12,22627.17,17.98,0,22645.15
ABS,Alcohol Beverage Services,ABS 85 Potomac,Male,N21,93106.53,0,0,93106.53
ABS,Alcohol Beverage Services,ABS 85 Potomac,Female,12,53257.6,660.93,0,53918.53
ABS,Alcohol Beverage Services,ABS 85 Potomac,Male,14,60695.94,1040.42,0,61736.36
ABS,Alcohol Beverage Services,ABS 85 Potomac,Male,12,21862,806.59,0,22668.59
ABS,Alcohol Beverage Services,ABS 85 Potomac,Male,N18,68435.09,492.59,0,68927.68
ABS,Alcohol Beverage Services,ABS 85 Potomac,Male,12,44754.69,802.95,0,45557.64
ABS,Alcohol Beverage Services,ABS 85 Potomac,Female,14,51415.12,754.3,0,52169.42
ABS,Alcohol Beverage Services,ABS 85 Potomac,Male,12,22551.34,2770.32,0,25321.66
ABS,Alcohol Beverage Services,ABS 85 Purchasing,Male,21,98228,0,6716.14,104944.14
ABS,Alcohol Beverage Services,ABS 85 Purchasing,Male,N25,117424,0,0,117424
ABS,Alcohol Beverage Services,ABS 85 Retail Administration,Male,12,66572,142.24,5258.2,71972.44
ABS,Alcohol Beverage Services,ABS 85 Retail Administration,Male,N25,117424,270.83,5013.3,122708.13
ABS,Alcohol Beverage Services,ABS 85 Retail Administration,Female,N25,117424.01,0,3074.09,120498.1
ABS,Alcohol Beverage Services,ABS 85 Retail Administration,Male,N25,111169.46,0,0,111169.46
ABS,Alcohol Beverage Services,ABS 85 Retail Administration,Female,N18,84903.96,122.46,0,85026.42
ABS,Alcohol Beverage Services,ABS 85 Retail Administration,Female,23,107367,0,5097.58,112464.58
ABS,Alcohol Beverage Services,ABS 85 Retail Administration,Male,M2,175861.23,0,0,175861.23
ABS,Alcohol Beverage Services,ABS 85 Retail Administration,Male,N25,117424,0,0,117424
ABS,Alcohol Beverage Services,ABS 85 Retail Administration,Male,M2,137728,0,0,137728
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,Male,N21,95577.75,2181.56,0,97759.31
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,Female,14,64060.98,886.16,0,64947.14
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,Male,12,31656.16,0,0,31656.16
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,Male,N18,68435.09,871.21,0,69306.3
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,Female,12,41943.63,260.08,0,42203.71
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,Male,12,24047.66,295.69,0,24343.35
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,Male,14,51349.4,354.42,0,51703.82
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,Female,12,22551.34,16.59,0,22567.93
ABS,Alcohol Beverage Services,ABS 85 Seneca Meadows,Male,14,48101.02,3281.38,0,51382.4
ABS,Alcohol Beverage Services,ABS 85 Silver Spring,Male,14,62607.63,148.05,0,62755.68
ABS,Alcohol Beverage Services,ABS 85 Silver Spring,Male,N18,68260.83,0,0,68260.83
ABS,Alcohol Beverage Services,ABS 85 Silver Spring,Female,12,46144.88,904.16,0,47049.04
ABS,Alcohol Beverage Services,ABS 85 Silver Spring,Male,12,23340.64,685.65,0,24026.29
ABS,Alcohol Beverage Services,ABS 85 Silver Spring,Male,12,23340.64,81.55,0,23422.19
ABS,Alcohol Beverage Services,ABS 85 Silver Spring,Male,12,21862,192,0,22054
ABS,Alcohol Beverage Services,ABS 85 Silver Spring,Male,N21,87284.66,0,0,87284.66
ABS,Alcohol Beverage Services,ABS 85 Special Order Liquor and Wine Warehouse Operations,Male,12,66572,4004.92,4371.03,74947.95
ABS,Alcohol Beverage Services,ABS 85 Special Order Liquor and Wine Warehouse Operations,Male,N17,68742.08,13360.02,0,82102.1
ABS,Alcohol Beverage Services,ABS 85 Special Order Liquor and Wine Warehouse Operations,Male,12,52641.6,1420.26,0,54061.86
ABS,Alcohol Beverage Services,ABS 85 Special Order Liquor and Wine Warehouse Operations,Male,13,58790.6,5558.23,0,64348.83
ABS,Alcohol Beverage Services,ABS 85 Special Order Liquor and Wine Warehouse Operations,Male,12,55943.36,4371.05,0,60314.41
ABS,Alcohol Beverage Services,ABS 85 Special Order Liquor and Wine Warehouse Operations,Male,12,52429.54,335.88,0,52765.42
ABS,Alcohol Beverage Services,ABS 85 Special Order Liquor and Wine Warehouse Operations,Male,12,46468.63,2350.89,0,48819.52
ABS,Alcohol Beverage Services,ABS 85 Special Order Liquor and Wine Warehouse Operations,Male,12,48095.03,555.46,0,48650.49
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,Male,13,69442,851.47,173.61,70467.08
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,Male,N17,82436,6822.92,0,89258.92
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,Male,13,69442,1863.09,1128.53,72433.62
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,Male,13,69442,2172.14,260.43,71874.57
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,Male,N20,93986,2335.54,0,96321.54
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,Male,13,69442,2070.94,3276.22,74789.16
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,Male,13,69442,300.7,5490.06,75232.76
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,Male,13,62226.2,1401.61,0,63627.81
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,Male,13,57221.27,2271.67,0,59492.94
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,Male,12,47882.64,1111.78,0,48994.42
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,Male,13,51509.98,1895.7,0,53405.68
ABS,Alcohol Beverage Services,ABS 85 Stock Liquor and Wine Warehouse Operations,Male,12,49230,684.2,0,49914.2
ABS,Alcohol Beverage Services,ABS 85 Walnut Hill,Male,N21,98228,0,0,98228
ABS,Alcohol Beverage Services,ABS 85 Walnut Hill,Female,N18,86103,0,0,86103
ABS,Alcohol Beverage Services,ABS 85 Walnut Hill,Female,12,45974.72,457.36,0,46432.08
ABS,Alcohol Beverage Services,ABS 85 Walnut Hill,Male,14,62820.33,1219.22,0,64039.55
ABS,Alcohol Beverage Services,ABS 85 Walnut Hill,Male,14,59457.09,2349.19,0,61806.28
ABS,Alcohol Beverage Services,ABS 85 Walnut Hill,Male,12,41943.63,267.73,0,42211.36
ABS,Alcohol Beverage Services,ABS 85 Walnut Hill,Male,12,24779.56,999.65,0,25779.21
ABS,Alcohol Beverage Services,ABS 85 Walnut Hill,Female,12,21862,77.27,0,21939.27
ABS,Alcohol Beverage Services,ABS 85 Westwood,Male,N21,88161.3,211.09,0,88372.39
ABS,Alcohol Beverage Services,ABS 85 Westwood,Female,N18,77645.66,0,0,77645.66
ABS,Alcohol Beverage Services,ABS 85 Westwood,Male,12,27969.16,37.81,0,28006.97
ABS,Alcohol Beverage Services,ABS 85 Westwood,Male,14,72463,475.6,0,72938.6
ABS,Alcohol Beverage Services,ABS 85 Westwood,Male,12,45974.72,1303.13,0,47277.85
ABS,Alcohol Beverage Services,ABS 85 Westwood,Female,14,63215.24,1586.18,0,64801.42
ABS,Alcohol Beverage Services,ABS 85 Westwood,Male,12,21862,43.28,0,21905.28
ABS,Alcohol Beverage Services,ABS 85 Wheaton,Male,14,72463,1351.22,5733.78,79548
ABS,Alcohol Beverage Services,ABS 85 Wheaton,Male,N21,94713.3,656.47,0,95369.77
ABS,Alcohol Beverage Services,ABS 85 Wheaton,Male,12,53257.6,126.72,1276.43,54660.75
ABS,Alcohol Beverage Services,ABS 85 Wheaton,Male,12,53257.6,448.45,0,53706.05
ABS,Alcohol Beverage Services,ABS 85 Wheaton,Male,14,62607.63,1674.66,0,64282.29
ABS,Alcohol Beverage Services,ABS 85 Wheaton,Male,N18,64734.01,458.52,0,65192.53
ABS,Alcohol Beverage Services,ABS 85 Wheaton,Male,12,19695.5,168.48,0,19863.98
ABS,Alcohol Beverage Services,ABS 85 Wheaton,Male,12,21862,0,0,21862
ABS,Alcohol Beverage Services,ABS 85 White Oak,Male,N21,98228,908.86,0,99136.86
ABS,Alcohol Beverage Services,ABS 85 White Oak,Male,12,53257.6,280.57,0,53538.17
ABS,Alcohol Beverage Services,ABS 85 White Oak,Male,N18,86103,0,3665.62,89768.62
ABS,Alcohol Beverage Services,ABS 85 White Oak,Female,12,45974.73,21.95,0,45996.68
ABS,Alcohol Beverage Services,ABS 85 White Oak,Male,12,26326.13,149.05,0,26475.18
ABS,Alcohol Beverage Services,ABS 85 White Oak,Male,12,42494.21,0,0,42494.21
ABS,Alcohol Beverage Services,ABS 85 White Oak,Male,14,62607.63,2424.98,0,65032.61
ABS,Alcohol Beverage Services,ABS 85 White Oak,Male,14,60695.97,2764.86,0,63460.83
ABS,Alcohol Beverage Services,ABS 85 White Oak,Male,12,23340.64,129.51,0,23470.15
ABS,Alcohol Beverage Services,ABS 85 Wholesale Administration,Male,N25,117424,0,0,117424
ABS,Alcohol Beverage Services,ABS 85 Wholesale Administration,Male,M3,144631.86,0,0,144631.86
ABS,Alcohol Beverage Services,ABS 85 Wholesale Administration,Male,M2,157272.3,0,0,157272.3
ABS,Alcohol Beverage Services,ABS 85 Wholesale Administration,Male,M3,111843.34,22653.38,0,134496.72
ABS,Alcohol Beverage Services,ABS 85 Wholesale Administration,Male,M3,106208.89,0,0,106208.89
ABS,Alcohol Beverage Services,ABS 85 Wholesale Operations,Female,21,98228,0,7816.14,106044.14
ABS,Alcohol Beverage Services,ABS 85 Wholesale Operations,Male,21,98228,0,7816.14,106044.14
ABS,Alcohol Beverage Services,ABS 85 Wholesale Operations,Female,21,98228,0,4658.57,102886.57
ABS,Alcohol Beverage Services,ABS 85 Wholesale Operations,Male,21,98228,698.49,2143.23,101069.72
ABS,Alcohol Beverage Services,ABS 85 Wholesale Operations,Male,21,93995.28,572.17,0,94567.45
ABS,Alcohol Beverage Services,ABS 85 Wholesale Operations,Male,21,71238.34,2971.91,0,74210.25
ABS,Alcohol Beverage Services,ABS 85 Wholesale Operations,Male,M2,87936.5,0,0,87936.5
ABS,Alcohol Beverage Services,ABS 85 Administrative Services,Male,21,63733,1363.23,0,65096.23
ABS,Alcohol Beverage Services,ABS 85 Administrative Services,Male,21,97333,1782.71,0,99115.71
ABS,Alcohol Beverage Services,ABS 85 Administrative Services,Female,21,65833,221.76,0,66054.76
ABS,Alcohol Beverage Services,ABS 85 Administrative Services,Male,N5,19252.5,0,0,19252.5
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,Male,14,72463,2123.92,1177.6,75764.52
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,Male,N21,93321.88,188.58,0,93510.46
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,Male,N18,86103,0,0,86103
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,Male,12,45974.72,228.05,0,46202.77
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,Male,12,21862,1.59,0,21863.59
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,Male,14,58860.98,1167.19,0,60028.17
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,Female,12,23234.45,115.61,0,23350.06
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,Female,12,23340.64,145.03,0,23485.67
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,Female,12,21862,107.54,0,21969.54
ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,Male,15,75621,15190.42,3572.79,94384.21
ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,Male,15,70643.76,5864.53,0,76508.29
ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,Male,10,61240,3866.6,2881.5,67988.1
BOA,Board of Appeals Department,BOA 02 Board of Appeals Division,Female,N18,86103,0,3665.64,89768.64
BOA,Board of Appeals Department,BOA 02 Board of Appeals Division,Female,N16,74404.58,414.75,0,74819.33
BOA,Board of Appeals Department,BOA 02 Executive Director,Female,M3,152940,0,0,152940
BOE,Board of Elections,BOE 24 Absentee Voting,Female,16,78611.25,0,0,78611.25
BOE,Board of Elections,BOE 24 Absentee Voting,Female,21,98228,0,7017.18,105245.18
BOE,Board of Elections,BOE 24 Absentee Voting,Female,16,78947,0,1278.63,80225.63
BOE,Board of Elections,BOE 24 Director,Male,M1,176948,0,0,176948
BOE,Board of Elections,BOE 24 Director's Office,Female,N21,88514.88,1587.23,0,90102.11
BOE,Board of Elections,BOE 24 Director's Office,Female,M3,152940,0,0,152940
BOE,Board of Elections,BOE 24 Director's Office,Male,N21,75008,0,0,75008
BOE,Board of Elections,BOE 24 Election Judge Recruitment,Female,N18,86103,0,0,86103
BOE,Board of Elections,BOE 24 Election Judge Recruitment,Female,N23,107367,0,0,107367
BOE,Board of Elections,BOE 24 Election Judge Recruitment,Male,21,98228,4304.51,4658.57,107191.08
BOE,Board of Elections,BOE 24 Election Judge Recruitment,Female,N18,86103,496.76,0,86599.76
BOE,Board of Elections,BOE 24 Election Judge Recruitment,Female,N21,82656.63,1520.03,0,84176.66
BOE,Board of Elections,BOE 24 Election Operations,Female,N23,107367,279.81,1744.73,109391.54
BOE,Board of Elections,BOE 24 Information Technology Division,Female,N28,134500,0,0,134500
BOE,Board of Elections,BOE 24 Information Technology Division,Male,23,106349.62,1070.62,0,107420.24
BOE,Board of Elections,BOE 24 Information Technology Division,Female,21,98228,0,0,98228
BOE,Board of Elections,BOE 24 Information Technology Division,Male,10,64693,0,0,64693
BOE,Board of Elections,BOE 24 Information Technology Division,Male,16,64693,349.91,0,65042.91
BOE,Board of Elections,BOE 24 Information Technology Division,Male,16,60000,0,0,60000
BOE,Board of Elections,BOE 24 Information Technology Division,Male,19,70927,434.78,0,71361.78
BOE,Board of Elections,BOE 24 Polling Place Management,Male,21,97195.94,0,0,97195.94
BOE,Board of Elections,BOE 24 Polling Place Management,Male,16,78947,0,5626.5,84573.5
BOE,Board of Elections,BOE 24 Polling Place Management,Male,21,82656.63,0,0,82656.63
